,zipcode
13510,98126
13511,98056
13512,98117
13513,98042
13514,98042
13515,98155
13516,98092
13517,98028
13518,98103
13519,98033
13520,98029
13521,98052
13522,98105
13523,98168
13524,98074
13525,98198
13526,98002
13527,98023
13528,98125
13529,98052
13530,98146
13531,98117
13532,98166
13533,98115
13534,98058
13535,98125
13536,98075
13537,98136
13538,98105
13539,98033
13540,98002
13541,98058
13542,98144
13543,98058
13544,98006
13545,98072
13546,98038
13547,98146
13548,98168
13549,98107
13550,98004
13551,98001
13552,98070
13553,98117
13554,98103
13555,98052
13556,98116
13557,98029
13558,98148
13559,98052
13560,98033
13561,98038
13562,98004
13563,98059
13564,98118
13565,98042
13566,98029
13567,98103
13568,98133
13569,98199
13570,98034
13571,98053
13572,98011
13573,98022
13574,98125
13575,98008
13576,98199
13577,98038
13578,98059
13579,98118
13580,98022
13581,98040
13582,98118
13583,98116
13584,98058
13585,98092
13586,98053
13587,98075
13588,98199
13589,98006
13590,98022
13591,98177
13592,98027
13593,98092
13594,98001
13595,98005
13596,98028
13597,98027
13598,98178
13599,98039
13600,98007
13601,98029
13602,98103
13603,98168
13604,98028
13605,98006
13606,98168
13607,98115
13608,98126
13609,98004
13610,98030
13611,98122
13612,98004
13613,98199
13614,98125
13615,98027
13616,98023
13617,98177
13618,98033
13619,98122
13620,98125
13621,98011
13622,98168
13623,98038
13624,98122
13625,98103
13626,98075
13627,98074
13628,98199
13629,98023
13630,98052
13631,98074
13632,98030
13633,98092
13634,98002
13635,98038
13636,98177
13637,98038
13638,98125
13639,98024
13640,98008
13641,98029
13642,98103
13643,98105
13644,98038
13645,98122
13646,98122
13647,98011
13648,98074
13649,98002
13650,98178
13651,98033
13652,98058
13653,98072
13654,98028
13655,98001
13656,98029
13657,98038
13658,98103
13659,98006
13660,98011
13661,98052
13662,98038
13663,98058
13664,98065
13665,98058
13666,98107
13667,98122
13668,98053
13669,98117
13670,98105
13671,98045
13672,98103
13673,98045
13674,98199
13675,98144
13676,98045
13677,98001
13678,98103
13679,98011
13680,98117
13681,98155
13682,98106
13683,98122
13684,98198
13685,98045
13686,98030
13687,98136
13688,98126
13689,98116
13690,98002
13691,98074
13692,98040
13693,98038
13694,98055
13695,98198
13696,98115
13697,98106
13698,98107
13699,98105
13700,98038
13701,98038
13702,98056
13703,98072
13704,98117
13705,98003
13706,98058
13707,98033
13708,98136
13709,98105
13710,98042
13711,98040
13712,98045
13713,98103
13714,98023
13715,98103
13716,98027
13717,98144
13718,98077
13719,98146
13720,98040
13721,98055
13722,98198
13723,98033
13724,98019
13725,98028
13726,98107
13727,98059
13728,98122
13729,98103
13730,98103
13731,98199
13732,98006
13733,98034
13734,98065
13735,98052
13736,98155
13737,98125
13738,98122
13739,98004
13740,98106
13741,98155
13742,98075
13743,98102
13744,98115
13745,98107
13746,98008
13747,98034
13748,98053
13749,98030
13750,98108
13751,98023
13752,98146
13753,98004
13754,98092
13755,98092
13756,98042
13757,98030
13758,98052
13759,98133
13760,98112
13761,98092
13762,98055
13763,98075
13764,98055
13765,98053
13766,98003
13767,98074
13768,98023
13769,98146
13770,98029
13771,98103
13772,98027
13773,98102
13774,98010
13775,98106
13776,98074
13777,98133
13778,98004
13779,98155
13780,98006
13781,98107
13782,98177
13783,98115
13784,98103
13785,98092
13786,98075
13787,98119
13788,98133
13789,98177
13790,98008
13791,98103
13792,98133
13793,98002
13794,98118
13795,98118
13796,98106
13797,98059
13798,98115
13799,98014
13800,98070
13801,98052
13802,98034
13803,98092
13804,98108
13805,98106
13806,98119
13807,98107
13808,98006
13809,98072
13810,98023
13811,98059
13812,98178
13813,98178
13814,98126
13815,98118
13816,98115
13817,98038
13818,98031
13819,98125
13820,98059
13821,98001
13822,98033
13823,98115
13824,98072
13825,98112
13826,98038
13827,98198
13828,98126
13829,98103
13830,98133
13831,98133
13832,98034
13833,98168
13834,98103
13835,98112
13836,98125
13837,98117
13838,98074
13839,98103
13840,98092
13841,98115
13842,98033
13843,98023
13844,98052
13845,98166
13846,98118
13847,98056
13848,98166
13849,98027
13850,98024
13851,98092
13852,98199
13853,98003
13854,98092
13855,98103
13856,98014
13857,98166
13858,98052
13859,98198
13860,98077
13861,98008
13862,98008
13863,98177
13864,98005
13865,98008
13866,98199
13867,98034
13868,98065
13869,98166
13870,98106
13871,98004
13872,98118
13873,98077
13874,98155
13875,98074
13876,98103
13877,98077
13878,98003
13879,98074
13880,98019
13881,98023
13882,98118
13883,98059
13884,98155
13885,98027
13886,98178
13887,98006
13888,98188
13889,98023
13890,98059
13891,98133
13892,98168
13893,98118
13894,98034
13895,98092
13896,98065
13897,98103
13898,98075
13899,98122
13900,98053
13901,98056
13902,98058
13903,98118
13904,98125
13905,98105
13906,98108
13907,98122
13908,98003
13909,98004
13910,98118
13911,98028
13912,98034
13913,98052
13914,98106
13915,98126
13916,98042
13917,98115
13918,98010
13919,98034
13920,98006
13921,98053
13922,98075
13923,98053
13924,98155
13925,98107
13926,98103
13927,98178
13928,98038
13929,98074
13930,98146
13931,98136
13932,98198
13933,98108
13934,98031
13935,98116
13936,98103
13937,98118
13938,98074
13939,98177
13940,98122
13941,98056
13942,98112
13943,98008
13944,98033
13945,98106
13946,98126
13947,98115
13948,98155
13949,98001
13950,98116
13951,98027
13952,98075
13953,98115
13954,98199
13955,98144
13956,98033
13957,98112
13958,98042
13959,98022
13960,98188
13961,98168
13962,98005
13963,98034
13964,98011
13965,98027
13966,98038
13967,98053
13968,98074
13969,98052
13970,98092
13971,98042
13972,98133
13973,98198
13974,98022
13975,98199
13976,98105
13977,98118
13978,98109
13979,98003
13980,98075
13981,98027
13982,98136
13983,98052
13984,98058
13985,98092
13986,98059
13987,98112
13988,98056
13989,98118
13990,98055
13991,98019
13992,98077
13993,98198
13994,98148
13995,98106
13996,98042
13997,98118
13998,98116
13999,98119
14000,98117
14001,98119
14002,98118
14003,98107
14004,98125
14005,98199
14006,98168
14007,98056
14008,98053
14009,98072
14010,98029
14011,98118
14012,98038
14013,98188
14014,98168
14015,98125
14016,98034
14017,98115
14018,98058
14019,98007
14020,98122
14021,98042
14022,98029
14023,98126
14024,98056
14025,98052
14026,98008
14027,98002
14028,98042
14029,98133
14030,98119
14031,98126
14032,98178
14033,98072
14034,98117
14035,98102
14036,98004
14037,98031
14038,98058
14039,98133
14040,98042
14041,98052
14042,98045
14043,98107
14044,98136
14045,98038
14046,98059
14047,98105
14048,98010
14049,98034
14050,98125
14051,98006
14052,98070
14053,98108
14054,98106
14055,98118
14056,98038
14057,98125
14058,98198
14059,98074
14060,98117
14061,98133
14062,98074
14063,98112
14064,98178
14065,98040
14066,98053
14067,98115
14068,98102
14069,98092
14070,98059
14071,98115
14072,98001
14073,98042
14074,98144
14075,98033
14076,98033
14077,98030
14078,98011
14079,98166
14080,98198
14081,98029
14082,98103
14083,98001
14084,98033
14085,98116
14086,98024
14087,98188
14088,98144
14089,98077
14090,98107
14091,98011
14092,98118
14093,98075
14094,98136
14095,98002
14096,98146
14097,98107
14098,98117
14099,98168
14100,98092
14101,98056
14102,98199
14103,98055
14104,98112
14105,98052
14106,98108
14107,98038
14108,98038
14109,98106
14110,98056
14111,98178
14112,98030
14113,98055
14114,98092
14115,98117
14116,98059
14117,98065
14118,98178
14119,98042
14120,98125
14121,98103
14122,98001
14123,98006
14124,98010
14125,98103
14126,98115
14127,98058
14128,98053
14129,98107
14130,98030
14131,98074
14132,98075
14133,98059
14134,98005
14135,98033
14136,98092
14137,98055
14138,98074
14139,98038
14140,98075
14141,98059
14142,98058
14143,98108
14144,98023
14145,98116
14146,98125
14147,98003
14148,98052
14149,98126
14150,98065
14151,98033
14152,98058
14153,98107
14154,98116
14155,98166
14156,98102
14157,98011
14158,98040
14159,98034
14160,98058
14161,98032
14162,98133
14163,98031
14164,98112
14165,98106
14166,98038
14167,98023
14168,98004
14169,98059
14170,98001
14171,98001
14172,98144
14173,98144
14174,98122
14175,98034
14176,98126
14177,98105
14178,98102
14179,98166
14180,98168
14181,98030
14182,98199
14183,98117
14184,98005
14185,98122
14186,98117
14187,98014
14188,98010
14189,98116
14190,98117
14191,98003
14192,98072
14193,98125
14194,98136
14195,98077
14196,98024
14197,98033
14198,98006
14199,98119
14200,98125
14201,98178
14202,98074
14203,98053
14204,98059
14205,98002
14206,98059
14207,98003
14208,98058
14209,98019
14210,98058
14211,98029
14212,98045
14213,98005
14214,98007
14215,98059
14216,98117
14217,98106
14218,98010
14219,98155
14220,98198
14221,98052
14222,98146
14223,98106
14224,98105
14225,98040
14226,98006
14227,98053
14228,98006
14229,98065
14230,98058
14231,98023
14232,98029
14233,98022
14234,98074
14235,98126
14236,98077
14237,98052
14238,98105
14239,98022
14240,98115
14241,98199
14242,98011
14243,98038
14244,98122
14245,98065
14246,98199
14247,98136
14248,98146
14249,98028
14250,98146
14251,98059
14252,98056
14253,98074
14254,98136
14255,98001
14256,98166
14257,98199
14258,98004
14259,98177
14260,98004
14261,98155
14262,98006
14263,98042
14264,98005
14265,98028
14266,98003
14267,98146
14268,98055
14269,98092
14270,98077
14271,98144
14272,98103
14273,98023
14274,98115
14275,98052
14276,98001
14277,98056
14278,98136
14279,98155
14280,98032
14281,98198
14282,98112
14283,98053
14284,98001
14285,98052
14286,98040
14287,98155
14288,98198
14289,98122
14290,98011
14291,98002
14292,98126
14293,98075
14294,98075
14295,98005
14296,98074
14297,98092
14298,98055
14299,98198
14300,98023
14301,98106
14302,98198
14303,98065
14304,98166
14305,98055
14306,98059
14307,98028
14308,98059
14309,98092
14310,98126
14311,98003
14312,98030
14313,98125
14314,98074
14315,98052
14316,98038
14317,98168
14318,98052
14319,98011
14320,98042
14321,98107
14322,98107
14323,98052
14324,98004
14325,98092
14326,98023
14327,98008
14328,98028
14329,98116
14330,98106
14331,98117
14332,98027
14333,98116
14334,98125
14335,98003
14336,98038
14337,98010
14338,98074
14339,98146
14340,98074
14341,98056
14342,98199
14343,98168
14344,98198
14345,98116
14346,98146
14347,98075
14348,98117
14349,98155
14350,98029
14351,98022
14352,98126
14353,98166
14354,98045
14355,98075
14356,98034
14357,98125
14358,98107
14359,98075
14360,98029
14361,98136
14362,98058
14363,98027
14364,98011
14365,98117
14366,98166
14367,98006
14368,98032
14369,98102
14370,98005
14371,98168
14372,98028
14373,98125
14374,98117
14375,98029
14376,98178
14377,98178
14378,98029
14379,98103
14380,98038
14381,98115
14382,98029
14383,98042
14384,98006
14385,98199
14386,98033
14387,98022
14388,98177
14389,98107
14390,98031
14391,98177
14392,98052
14393,98023
14394,98032
14395,98028
14396,98074
14397,98115
14398,98038
14399,98074
14400,98144
14401,98122
14402,98116
14403,98133
14404,98053
14405,98052
14406,98117
14407,98059
14408,98070
14409,98011
14410,98118
14411,98102
14412,98198
14413,98116
14414,98155
14415,98014
14416,98166
14417,98112
14418,98144
14419,98029
14420,98126
14421,98144
14422,98065
14423,98136
14424,98023
14425,98155
14426,98115
14427,98106
14428,98023
14429,98117
14430,98052
14431,98052
14432,98106
14433,98077
14434,98056
14435,98115
14436,98005
14437,98019
14438,98108
14439,98038
14440,98034
14441,98006
14442,98038
14443,98155
14444,98107
14445,98119
14446,98023
14447,98115
14448,98133
14449,98117
14450,98105
14451,98144
14452,98133
14453,98053
14454,98058
14455,98074
14456,98077
14457,98006
14458,98033
14459,98112
14460,98168
14461,98029
14462,98052
14463,98058
14464,98014
14465,98112
14466,98053
14467,98031
14468,98059
14469,98045
14470,98010
14471,98199
14472,98053
14473,98116
14474,98144
14475,98108
14476,98022
14477,98004
14478,98146
14479,98198
14480,98058
14481,98125
14482,98056
14483,98056
14484,98106
14485,98014
14486,98106
14487,98199
14488,98122
14489,98003
14490,98105
14491,98031
14492,98032
14493,98117
14494,98029
14495,98075
14496,98116
14497,98002
14498,98022
14499,98058
14500,98070
14501,98052
14502,98125
14503,98011
14504,98019
14505,98004
14506,98103
14507,98155
14508,98004
14509,98014
14510,98198
14511,98030
14512,98052
14513,98038
14514,98053
14515,98038
14516,98126
14517,98117
14518,98115
14519,98112
14520,98005
14521,98133
14522,98075
14523,98177
14524,98155
14525,98133
14526,98198
14527,98053
14528,98126
14529,98108
14530,98002
14531,98028
14532,98040
14533,98042
14534,98006
14535,98058
14536,98119
14537,98178
14538,98038
14539,98053
14540,98052
14541,98133
14542,98001
14543,98122
14544,98028
14545,98103
14546,98031
14547,98042
14548,98107
14549,98006
14550,98117
14551,98034
14552,98146
14553,98030
14554,98108
14555,98059
14556,98053
14557,98115
14558,98004
14559,98115
14560,98102
14561,98108
14562,98107
14563,98034
14564,98058
14565,98033
14566,98059
14567,98042
14568,98112
14569,98038
14570,98074
14571,98007
14572,98003
14573,98014
14574,98188
14575,98030
14576,98001
14577,98056
14578,98004
14579,98023
14580,98030
14581,98033
14582,98058
14583,98105
14584,98042
14585,98033
14586,98053
14587,98033
14588,98074
14589,98006
14590,98092
14591,98144
14592,98042
14593,98133
14594,98177
14595,98010
14596,98038
14597,98092
14598,98144
14599,98146
14600,98072
14601,98056
14602,98001
14603,98074
14604,98001
14605,98117
14606,98112
14607,98042
14608,98059
14609,98117
14610,98125
14611,98074
14612,98199
14613,98055
14614,98103
14615,98040
14616,98155
14617,98107
14618,98092
14619,98108
14620,98008
14621,98133
14622,98116
14623,98031
14624,98075
14625,98077
14626,98144
14627,98112
14628,98125
14629,98058
14630,98042
14631,98077
14632,98040
14633,98074
14634,98008
14635,98146
14636,98072
14637,98112
14638,98074
14639,98125
14640,98022
14641,98006
14642,98133
14643,98112
14644,98040
14645,98065
14646,98006
14647,98004
14648,98107
14649,98168
14650,98077
14651,98033
14652,98040
14653,98055
14654,98075
14655,98117
14656,98052
14657,98027
14658,98056
14659,98075
14660,98116
14661,98001
14662,98029
14663,98033
14664,98008
14665,98070
14666,98042
14667,98118
14668,98033
14669,98118
14670,98106
14671,98126
14672,98007
14673,98126
14674,98077
14675,98032
14676,98039
14677,98155
14678,98092
14679,98042
14680,98058
14681,98059
14682,98038
14683,98006
14684,98199
14685,98022
14686,98038
14687,98125
14688,98106
14689,98155
14690,98144
14691,98045
14692,98177
14693,98072
14694,98092
14695,98074
14696,98146
14697,98092
14698,98178
14699,98058
14700,98031
14701,98077
14702,98053
14703,98004
14704,98117
14705,98022
14706,98117
14707,98059
14708,98042
14709,98198
14710,98019
14711,98031
14712,98058
14713,98125
14714,98103
14715,98133
14716,98058
14717,98125
14718,98166
14719,98103
14720,98045
14721,98115
14722,98199
14723,98117
14724,98032
14725,98122
14726,98117
14727,98052
14728,98115
14729,98116
14730,98032
14731,98092
14732,98115
14733,98144
14734,98022
14735,98168
14736,98005
14737,98126
14738,98107
14739,98024
14740,98122
14741,98058
14742,98042
14743,98108
14744,98075
14745,98075
14746,98006
14747,98039
14748,98103
14749,98023
14750,98178
14751,98136
14752,98072
14753,98022
14754,98004
14755,98198
14756,98042
14757,98105
14758,98059
14759,98103
14760,98072
14761,98155
14762,98003
14763,98033
14764,98045
14765,98056
14766,98122
14767,98106
14768,98077
14769,98056
14770,98177
14771,98045
14772,98023
14773,98074
14774,98053
14775,98116
14776,98011
14777,98052
14778,98119
14779,98117
14780,98042
14781,98072
14782,98198
14783,98166
14784,98059
14785,98056
14786,98042
14787,98118
14788,98146
14789,98058
14790,98133
14791,98005
14792,98002
14793,98003
14794,98003
14795,98052
14796,98125
14797,98003
14798,98118
14799,98024
14800,98168
14801,98074
14802,98052
14803,98072
14804,98155
14805,98055
14806,98133
14807,98133
14808,98199
14809,98053
14810,98065
14811,98052
14812,98136
14813,98023
14814,98077
14815,98103
14816,98014
14817,98117
14818,98117
14819,98075
14820,98075
14821,98117
14822,98058
14823,98008
14824,98006
14825,98072
14826,98109
14827,98168
14828,98133
14829,98074
14830,98022
14831,98056
14832,98118
14833,98065
14834,98112
14835,98155
14836,98019
14837,98022
14838,98052
14839,98118
14840,98040
14841,98011
14842,98199
14843,98115
14844,98072
14845,98058
14846,98146
14847,98118
14848,98070
14849,98103
14850,98122
14851,98103
14852,98058
14853,98023
14854,98023
14855,98033
14856,98005
14857,98022
14858,98166
14859,98005
14860,98106
14861,98033
14862,98056
14863,98002
14864,98042
14865,98029
14866,98014
14867,98115
14868,98038
14869,98115
14870,98072
14871,98001
14872,98040
14873,98117
14874,98038
14875,98074
14876,98136
14877,98103
14878,98178
14879,98003
14880,98022
14881,98003
14882,98023
14883,98178
14884,98136
14885,98115
14886,98133
14887,98058
14888,98166
14889,98004
14890,98011
14891,98077
14892,98106
14893,98032
14894,98045
14895,98045
14896,98022
14897,98008
14898,98119
14899,98038
14900,98133
14901,98003
14902,98109
14903,98146
14904,98052
14905,98103
14906,98119
14907,98058
14908,98027
14909,98155
14910,98053
14911,98056
14912,98166
14913,98058
14914,98034
14915,98010
14916,98122
14917,98115
14918,98116
14919,98027
14920,98028
14921,98133
14922,98105
14923,98019
14924,98133
14925,98040
14926,98053
14927,98199
14928,98074
14929,98029
14930,98042
14931,98117
14932,98133
14933,98022
14934,98118
14935,98117
14936,98198
14937,98188
14938,98053
14939,98102
14940,98003
14941,98039
14942,98038
14943,98011
14944,98155
14945,98001
14946,98122
14947,98115
14948,98052
14949,98125
14950,98065
14951,98038
14952,98125
14953,98059
14954,98055
14955,98065
14956,98125
14957,98103
14958,98010
14959,98103
14960,98133
14961,98126
14962,98028
14963,98198
14964,98033
14965,98056
14966,98146
14967,98056
14968,98116
14969,98117
14970,98155
14971,98072
14972,98077
14973,98074
14974,98117
14975,98058
14976,98168
14977,98070
14978,98166
14979,98115
14980,98058
14981,98053
14982,98004
14983,98166
14984,98006
14985,98133
14986,98133
14987,98070
14988,98059
14989,98028
14990,98006
14991,98136
14992,98122
14993,98144
14994,98115
14995,98042
14996,98108
14997,98199
14998,98042
14999,98106
15000,98059
15001,98136
15002,98042
15003,98144
15004,98116
15005,98103
15006,98008
15007,98038
15008,98038
15009,98199
15010,98115
15011,98144
15012,98040
15013,98117
15014,98126
15015,98118
15016,98103
15017,98019
15018,98198
15019,98023
15020,98008
15021,98008
15022,98199
15023,98092
15024,98074
15025,98125
15026,98188
15027,98029
15028,98105
15029,98042
15030,98115
15031,98105
15032,98023
15033,98117
15034,98004
15035,98029
15036,98042
15037,98126
15038,98029
15039,98027
15040,98042
15041,98056
15042,98112
15043,98116
15044,98136
15045,98038
15046,98003
15047,98072
15048,98059
15049,98155
15050,98001
15051,98028
15052,98117
15053,98045
15054,98199
15055,98056
15056,98188
15057,98092
15058,98055
15059,98014
15060,98001
15061,98155
15062,98028
15063,98034
15064,98108
15065,98052
15066,98056
15067,98003
15068,98065
15069,98118
15070,98077
15071,98056
15072,98155
15073,98065
15074,98105
15075,98030
15076,98072
15077,98053
15078,98116
15079,98133
15080,98126
15081,98029
15082,98053
15083,98119
15084,98055
15085,98168
15086,98136
15087,98122
15088,98074
15089,98155
15090,98125
15091,98022
15092,98006
15093,98019
15094,98029
15095,98023
15096,98112
15097,98106
15098,98022
15099,98023
15100,98065
15101,98115
15102,98042
15103,98053
15104,98031
15105,98056
15106,98058
15107,98070
15108,98059
15109,98177
15110,98042
15111,98032
15112,98008
15113,98055
15114,98144
15115,98116
15116,98023
15117,98109
15118,98117
15119,98030
15120,98136
15121,98112
15122,98106
15123,98040
15124,98034
15125,98052
15126,98031
15127,98059
15128,98028
15129,98002
15130,98116
15131,98055
15132,98052
15133,98146
15134,98006
15135,98166
15136,98109
15137,98052
15138,98074
15139,98092
15140,98178
15141,98014
15142,98052
15143,98023
15144,98092
15145,98126
15146,98115
15147,98199
15148,98004
15149,98112
15150,98126
15151,98052
15152,98092
15153,98177
15154,98023
15155,98004
15156,98065
15157,98023
15158,98065
15159,98125
15160,98116
15161,98006
15162,98028
15163,98146
15164,98038
15165,98092
15166,98199
15167,98023
15168,98028
15169,98155
15170,98001
15171,98075
15172,98038
15173,98031
15174,98003
15175,98027
15176,98019
15177,98155
15178,98107
15179,98107
15180,98032
15181,98072
15182,98001
15183,98125
15184,98106
15185,98133
15186,98011
15187,98146
15188,98007
15189,98038
15190,98030
15191,98146
15192,98133
15193,98115
15194,98077
15195,98033
15196,98117
15197,98056
15198,98003
15199,98006
15200,98092
15201,98056
15202,98033
15203,98109
15204,98031
15205,98011
15206,98115
15207,98168
15208,98001
15209,98052
15210,98117
15211,98001
15212,98027
15213,98042
15214,98029
15215,98053
15216,98033
15217,98052
15218,98117
15219,98027
15220,98133
15221,98065
15222,98055
15223,98023
15224,98029
15225,98011
15226,98038
15227,98038
15228,98034
15229,98065
15230,98023
15231,98117
15232,98014
15233,98144
15234,98117
15235,98019
15236,98004
15237,98027
15238,98188
15239,98029
15240,98074
15241,98077
15242,98117
15243,98074
15244,98031
15245,98065
15246,98056
15247,98118
15248,98033
15249,98065
15250,98155
15251,98118
15252,98107
15253,98178
15254,98010
15255,98144
15256,98155
15257,98001
15258,98117
15259,98030
15260,98072
15261,98117
15262,98027
15263,98075
15264,98092
15265,98133
15266,98058
15267,98022
15268,98034
15269,98005
15270,98028
15271,98006
15272,98023
15273,98058
15274,98074
15275,98074
15276,98115
15277,98023
15278,98117
15279,98144
15280,98008
15281,98133
15282,98188
15283,98029
15284,98155
15285,98038
15286,98005
15287,98178
15288,98028
15289,98056
15290,98038
15291,98008
15292,98118
15293,98115
15294,98116
15295,98040
15296,98074
15297,98003
15298,98155
15299,98070
15300,98106
15301,98042
15302,98102
15303,98034
15304,98177
15305,98115
15306,98115
15307,98030
15308,98052
15309,98118
15310,98117
15311,98056
15312,98001
15313,98122
15314,98056
15315,98126
15316,98117
15317,98055
15318,98070
15319,98166
15320,98136
15321,98144
15322,98166
15323,98119
15324,98038
15325,98103
15326,98125
15327,98144
15328,98042
15329,98006
15330,98105
15331,98072
15332,98118
15333,98045
15334,98001
15335,98092
15336,98052
15337,98103
15338,98033
15339,98178
15340,98126
15341,98002
15342,98166
15343,98002
15344,98133
15345,98188
15346,98118
15347,98039
15348,98055
15349,98168
15350,98116
15351,98092
15352,98092
15353,98023
15354,98133
15355,98001
15356,98144
15357,98004
15358,98106
15359,98059
15360,98125
15361,98146
15362,98006
15363,98115
15364,98136
15365,98059
15366,98002
15367,98056
15368,98011
15369,98122
15370,98144
15371,98144
15372,98059
15373,98024
15374,98109
15375,98008
15376,98070
15377,98019
15378,98075
15379,98023
15380,98166
15381,98045
15382,98070
15383,98052
15384,98029
15385,98118
15386,98072
15387,98198
15388,98056
15389,98178
15390,98004
15391,98028
15392,98004
15393,98030
15394,98003
15395,98023
15396,98125
15397,98117
15398,98008
15399,98077
15400,98117
15401,98105
15402,98092
15403,98053
15404,98022
15405,98038
15406,98027
15407,98006
15408,98117
15409,98032
15410,98118
15411,98053
15412,98074
15413,98053
15414,98178
15415,98116
15416,98168
15417,98133
15418,98019
15419,98070
15420,98038
15421,98112
15422,98007
15423,98177
15424,98010
15425,98052
15426,98125
15427,98006
15428,98065
15429,98106
15430,98038
15431,98115
15432,98029
15433,98199
15434,98074
15435,98023
15436,98133
15437,98053
15438,98001
15439,98001
15440,98029
15441,98155
15442,98103
15443,98006
15444,98117
15445,98053
15446,98008
15447,98030
15448,98058
15449,98133
15450,98042
15451,98008
15452,98118
15453,98117
15454,98038
15455,98008
15456,98119
15457,98053
15458,98001
15459,98002
15460,98007
15461,98074
15462,98077
15463,98027
15464,98103
15465,98059
15466,98019
15467,98188
15468,98033
15469,98118
15470,98075
15471,98112
15472,98155
15473,98055
15474,98034
15475,98004
15476,98034
15477,98117
15478,98155
15479,98058
15480,98133
15481,98117
15482,98023
15483,98038
15484,98117
15485,98005
15486,98033
15487,98058
15488,98155
15489,98103
15490,98108
15491,98053
15492,98042
15493,98052
15494,98023
15495,98052
15496,98074
15497,98005
15498,98027
15499,98019
15500,98177
15501,98115
15502,98027
15503,98115
15504,98006
15505,98058
15506,98008
15507,98005
15508,98027
15509,98003
15510,98004
15511,98053
15512,98038
15513,98011
15514,98115
15515,98177
15516,98052
15517,98033
15518,98033
15519,98058
15520,98126
15521,98119
15522,98146
15523,98003
15524,98010
15525,98166
15526,98052
15527,98072
15528,98034
15529,98034
15530,98178
15531,98155
15532,98092
15533,98030
15534,98005
15535,98133
15536,98199
15537,98144
15538,98075
15539,98040
15540,98040
15541,98055
15542,98045
15543,98199
15544,98133
15545,98059
15546,98178
15547,98117
15548,98029
15549,98106
15550,98092
15551,98008
15552,98105
15553,98023
15554,98030
15555,98178
15556,98052
15557,98056
15558,98072
15559,98115
15560,98144
15561,98103
15562,98042
15563,98136
15564,98029
15565,98166
15566,98126
15567,98155
15568,98034
15569,98103
15570,98031
15571,98052
15572,98126
15573,98112
15574,98133
15575,98103
15576,98103
15577,98112
15578,98059
15579,98008
15580,98059
15581,98002
15582,98136
15583,98010
15584,98034
15585,98052
15586,98155
15587,98108
15588,98106
15589,98004
15590,98038
15591,98106
15592,98006
15593,98006
15594,98029
15595,98027
15596,98125
15597,98031
15598,98034
15599,98042
15600,98109
15601,98052
15602,98074
15603,98116
15604,98072
15605,98042
15606,98003
15607,98055
15608,98116
15609,98065
15610,98178
15611,98103
15612,98125
15613,98107
15614,98056
15615,98055
15616,98118
15617,98053
15618,98056
15619,98042
15620,98033
15621,98056
15622,98007
15623,98133
15624,98011
15625,98027
15626,98040
15627,98065
15628,98155
15629,98032
15630,98010
15631,98199
15632,98003
15633,98001
15634,98125
15635,98115
15636,98005
15637,98004
15638,98106
15639,98108
15640,98008
15641,98053
15642,98059
15643,98117
15644,98155
15645,98119
15646,98028
15647,98136
15648,98055
15649,98125
15650,98168
15651,98103
15652,98105
15653,98118
15654,98058
15655,98103
15656,98117
15657,98055
15658,98117
15659,98056
15660,98144
15661,98168
15662,98112
15663,98011
15664,98103
15665,98144
15666,98199
15667,98133
15668,98034
15669,98112
15670,98058
15671,98006
15672,98075
15673,98034
15674,98001
15675,98155
15676,98053
15677,98115
15678,98168
15679,98023
15680,98001
15681,98144
15682,98024
15683,98033
15684,98106
15685,98023
15686,98106
15687,98001
15688,98122
15689,98056
15690,98056
15691,98004
15692,98168
15693,98105
15694,98031
15695,98118
15696,98040
15697,98107
15698,98031
15699,98112
15700,98023
15701,98042
15702,98001
15703,98019
15704,98059
15705,98107
15706,98199
15707,98019
15708,98027
15709,98055
15710,98122
15711,98117
15712,98059
15713,98045
15714,98107
15715,98074
15716,98003
15717,98052
15718,98023
15719,98040
15720,98052
15721,98144
15722,98042
15723,98031
15724,98011
15725,98008
15726,98112
15727,98003
15728,98119
15729,98116
15730,98029
15731,98008
15732,98005
15733,98065
15734,98070
15735,98006
15736,98065
15737,98056
15738,98166
15739,98117
15740,98033
15741,98125
15742,98075
15743,98072
15744,98001
15745,98125
15746,98033
15747,98056
15748,98014
15749,98115
15750,98065
15751,98092
15752,98056
15753,98052
15754,98031
15755,98199
15756,98072
15757,98144
15758,98029
15759,98116
15760,98108
15761,98027
15762,98058
15763,98045
15764,98053
15765,98188
15766,98055
15767,98042
15768,98033
15769,98126
15770,98144
15771,98103
15772,98199
15773,98118
15774,98133
15775,98058
15776,98040
15777,98116
15778,98115
15779,98126
15780,98038
15781,98032
15782,98074
15783,98065
15784,98103
15785,98023
15786,98117
15787,98177
15788,98125
15789,98027
15790,98006
15791,98042
15792,98118
15793,98034
15794,98030
15795,98002
15796,98052
15797,98031
15798,98027
15799,98074
15800,98155
15801,98107
15802,98032
15803,98117
15804,98001
15805,98065
15806,98034
15807,98092
15808,98003
15809,98042
15810,98177
15811,98065
15812,98070
15813,98045
15814,98133
15815,98103
15816,98040
15817,98074
15818,98133
15819,98034
15820,98010
15821,98011
15822,98042
15823,98133
15824,98133
15825,98075
15826,98058
15827,98108
15828,98045
15829,98001
15830,98038
15831,98199
15832,98075
15833,98119
15834,98106
15835,98056
15836,98092
15837,98122
15838,98119
15839,98108
15840,98116
15841,98038
